section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Update,application-config-core,angular,Moves imports of `ApplicationConfig` from `@angular/platform-browser` to `@angular/core`,,21.0.0,,,available,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/application-config-core,,
Update,bootstrap-options-migration,angular,Migrates deprecated bootstrap options to providers.,,21.0.0,,,available,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/bootstrap-options-migration,,
Update,router-last-successful-navigation,angular,Ensures that the Router.lastSuccessfulNavigation signal is now invoked,,21.0.0,,,available,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/router-last-successful-navigation,,
Update,update-typescript-lib,angular-cli,Updates the 'lib' property in tsconfig files to use 'es2022' or a more modern version.,,21.0.0,,,available,,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-typescript-lib,,
Update,add-bootstrap-context-to-server-main,angular,Adds `BootstrapContext` to `bootstrapApplication` calls in `main.server.ts` to support server rendering.,,20.3.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/add-bootstrap-context-to-server-main,,
Update,remove-default-karma-config,angular-cli,Remove any karma configuration files that only contain the default content. The default configuration is automatically available without a specific project file.,,20.2.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/remove-default-karma-config,,
Update,router-current-navigation,angular,Replaces usages of the deprecated Router.getCurrentNavigation method with the Router.currentNavigation signal,optional,20.2.0,,,,optional,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/router-current-navigation,,optional migration
Update,control-flow-migration,angular,Converts the entire application to block control flow syntax,optional,20.0.0,,,,optional,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/control-flow-migration,,optional migration
Update,document-core,angular,Moves imports of `DOCUMENT` from `@angular/common` to `@angular/core`,,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/document-core,,
Update,inject-flags,angular,Replaces usages of the deprecated InjectFlags enum,,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/inject-flags,,
Update,previous-style-guide,angular-cli,Update workspace generation defaults to maintain previous style guide behavior.,,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/previous-style-guide,,
Update,replace-provide-server-rendering-import,angular-cli,Migrate imports of 'provideServerRendering' from '@angular/platform-server' to '@angular/ssr'.,,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/replace-provide-server-rendering-import,,
Update,replace-provide-server-routing,angular-cli,"Migrate 'provideServerRendering' to use 'withRoutes', and remove 'provideServerRouting' and 'provideServerRoutesConfig' from '@angular/ssr'.",,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/replace-provide-server-routing,,
Update,test-bed-get,angular,Replaces usages of the deprecated TestBed.get method with TestBed.inject,,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/test-bed-get,,
Update,update-module-resolution,angular-cli,"Update 'moduleResolution' to 'bundler' in TypeScript configurations. You can read more about this, here: https://www.typescriptlang.org/tsconfig/#moduleResolution",,20.0.0,,,,available,,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-module-resolution,,
Update,explicit-standalone-flag,angular,"Updates non-standalone Directives, Component and Pipes to 'standalone:false' and removes 'standalone:true' from those who are standalone",,19.0.0,,,,,available,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/explicit-standalone-flag,,
Update,pending-tasks,angular,Updates ExperimentalPendingTasks to PendingTasks,,19.0.0,,,,,available,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/pending-tasks,,
Update,provide-initializer,angular,"Replaces `APP_INITIALIZER`, `ENVIRONMENT_INITIALIZER` & `PLATFORM_INITIALIZER` respectively with `provideAppInitializer`, `provideEnvironmentInitializer` & `providePlatformInitializer`.",optional,19.0.0,,,,,optional,,,,,,https://www.angular.courses/caniuse/update/migrations/angular/provide-initializer,,optional migration
Update,update-ssr-imports,angular-cli,Update '@angular/ssr' import paths to use the new '/node' entry point when 'CommonEngine' is detected.,,19.0.0,,,,,available,,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-ssr-imports,,
Update,after-render-phase,angular,Updates calls to afterRender with an explicit phase to the new API,,18.1.0,,,,,,available,,,,,https://www.angular.courses/caniuse/update/migrations/angular/after-render-phase,,
Update,http-providers,angular,Replace deprecated HTTP related modules with provider functions,,18.0.0,,,,,,available,,,,,https://www.angular.courses/caniuse/update/migrations/angular/http-providers,,
Update,use-application-builder,angular-cli,Migrate application projects using '@angular-devkit/build-angular:browser' and '@angular-devkit/build-angular:browser-esbuild' to use the '@angular-devkit/build-angular:application' builder. Read more about this here: https://angular.dev/tools/cli/esbuild#using-the-application-builder,optional,18.0.0,,,,,,optional,,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/use-application-builder,,optional migration
Update,invalid-two-way-bindings,angular,Updates two-way bindings that have an invalid expression to use the longform expression instead.,,17.3.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular/invalid-two-way-bindings,,
Update,add-browser-sync-dependency,angular-cli,"Add 'browser-sync' as dev dependency when '@angular-devkit/build-angular:ssr-dev-server' is used, as it is no longer a direct dependency of '@angular-devkit/build-angular'.",,17.1.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/add-browser-sync-dependency,,
Update,block-template-entities,angular,Angular v17 introduces a new control flow syntax that uses the @ and } characters. This migration replaces the existing usages with their corresponding HTML entities.,,17.0.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular/block-template-entities,,
Update,compiler-options,angular,CompilerOption.useJit and CompilerOption.missingTranslation are unused under Ivy. This migration removes their usage,,17.0.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular/compiler-options,,
Update,replace-nguniversal-builders,angular-cli,Replace usages of '@nguniversal/builders' with '@angular-devkit/build-angular'.,,17.0.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/replace-nguniversal-builders,,
Update,replace-nguniversal-engines,angular-cli,Replace usages of '@nguniversal/' packages with '@angular/ssr'.,,17.0.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/replace-nguniversal-engines,,
Update,transfer-state,angular,"Updates `TransferState`, `makeStateKey`, `StateKey` imports from `@angular/platform-browser` to `@angular/core`.",,17.0.0,,,,,,,available,,,,https://www.angular.courses/caniuse/update/migrations/angular/transfer-state,,
Update,guard-and-resolve-interfaces,angular,"In Angular version 15.2, the guard and resolver interfaces (CanActivate, Resolve, etc) were deprecated. This migration removes imports and 'implements' clauses that contain them.",,16.0.0,,,,,,,,available,,,https://www.angular.courses/caniuse/update/migrations/angular/guard-and-resolve-interfaces,,
Update,remove-module-id,angular,"As of Angular v16, the `moduleId` property of `@Component` is deprecated as it no longer has any effect.",,16.0.0,,,,,,,,available,,,https://www.angular.courses/caniuse/update/migrations/angular/remove-module-id,,
Update,update-server-builder-config,angular-cli,Update the '@angular-devkit/build-angular:server' builder configuration to disable 'buildOptimizer' for non optimized builds.,,16.0.0,,,,,,,,available,,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-server-builder-config,,
Update,relative-link-resolution,angular,"In Angular version 15, the deprecated `relativeLinkResolution` config parameter of the Router is removed. This migration removes all `relativeLinkResolution` fields from the Router config objects.",,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular/relative-link-resolution,,
Update,remove-browserslist-config,angular-cli,Remove Browserslist configuration files that matches the Angular CLI default configuration.,,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular-cli/remove-browserslist-config,,
Update,remove-platform-server-exports,angular-cli,Remove exported `@angular/platform-server` `renderModule` method. The `renderModule` method is now exported by the Angular CLI.,,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular-cli/remove-platform-server-exports,,
Update,router-link-with-href,angular,"Since Angular v15, the `RouterLink` contains the logic of the `RouterLinkWithHref` directive. This migration replaces all `RouterLinkWithHref` references with `RouterLink`.",,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular/router-link-with-href,,
Update,update-karma-main-file,angular-cli,Remove no longer needed require calls in Karma builder main file.,,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-karma-main-file,,
Update,update-typescript-target,angular-cli,Update TypeScript compiler `target` and set `useDefineForClassFields`. These changes are for IDE purposes as TypeScript compiler options `target` and `useDefineForClassFields` are set to `ES2022` and `false` respectively by the Angular CLI. To control ECMA version and features use the Browerslist configuration.,,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-typescript-target,,
Update,update-workspace-config,angular-cli,Remove options from 'angular.json' that are no longer supported by the official builders.,,15.0.0,,,,,,,,,available,,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-workspace-config,,
Update,path-match-type,angular,"In Angular version 14, the `pathMatch` property of `Routes` was updated to be a strict union of the two valid options: `'full'|'prefix'`. `Routes` and `Route` variables need an explicit type so TypeScript does not infer the property as the looser `string`.",,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular/path-match-type,,
Update,remove-default-project-option,angular-cli,Remove 'defaultProject' option from workspace configuration. The project to use will be determined from the current working directory.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/remove-default-project-option,,
Update,remove-show-circular-dependencies-option,angular-cli,Remove 'showCircularDependencies' option from browser and server builders.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/remove-show-circular-dependencies-option,,
Update,replace-default-collection-option,angular-cli,Replace 'defaultCollection' option in workspace configuration with 'schematicCollections'.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/replace-default-collection-option,,
Update,typed-forms,angular,"As of Angular version 14, Forms model classes accept a type parameter, and existing usages must be opted out to preserve backwards-compatibility.",,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular/typed-forms,,
Update,update-angular-packages-version-prefix,angular-cli,Update Angular packages 'dependencies' and 'devDependencies' version prefix to '^' instead of '~'.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-angular-packages-version-prefix,,
Update,update-libraries-secondary-entrypoints,angular-cli,Remove 'package.json' files from library projects secondary entrypoints.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-libraries-secondary-entrypoints,,
Update,update-tsconfig-target,angular-cli,Update TypeScript compilation target to 'ES2020'.,,14.0.0,,,,,,,,,,available,https://www.angular.courses/caniuse/update/migrations/angular-cli/update-tsconfig-target,,
